title,competation,time,country
PENTA Sports vs NORA-Rengo,Six Invitational 2019,"Wednesday, Feb 13 2019, 23:30 UTC","LAN,"
DarkZero Esports vs Team Reciprocity,Pro League Season 9 North America,"Wednesday, Jan 30 2019, 1:00 UTC",North America
Fnatic vs NORA-Rengo,Six Invitational 2019,"Friday, Feb 15 2019, 15:00 UTC","LAN,"
Spacestation Gaming vs Excelerate Gaming,Pro League Season 9 North America,"Tuesday, Jan 29 2019, 4:00 UTC",North America
Evil Geniuses vs OrgLess,Pro League Season 9 North America,"Wednesday, Jan 30 2019, 3:00 UTC",North America
Rogue vs Excelerate Gaming,Pro League Season 9 North America,"Wednesday, Jan 30 2019, 4:00 UTC",North America
Spacestation Gaming vs Rise Nation,Pro League Season 9 North America,"Wednesday, Jan 30 2019, 2:00 UTC",North America
Xavier Esports vs Ferox E-Sports,Pro League Season 9 South-East Asia,"Wednesday, Jan 30 2019, 11:00 UTC",South-East Asia
0RGL3SS vs Oddity Esports,Pro League Season 9 Australia & New Zealand,"Wednesday, Jan 30 2019, 8:00 UTC",Australia & New Zealand
Xavier Esports vs Ferox E-Sports,Pro League Season 9 South-East Asia,"Wednesday, Jan 30 2019, 12:00 UTC",South-East Asia
Aerowolf vs Team DAD1,Pro League Season 9 South-East Asia,"Wednesday, Jan 30 2019, 14:00 UTC",South-East Asia
0RGL3SS vs Oddity Esports,Pro League Season 9 Australia & New Zealand,"Wednesday, Jan 30 2019, 9:00 UTC",Australia & New Zealand
Aerowolf vs Team DAD1,Pro League Season 9 South-East Asia,"Wednesday, Jan 30 2019, 13:00 UTC",South-East Asia
NORA-Rengo vs Rsk Ninja Gaming,Pro League Season 9 Japan,"Wednesday, Jan 30 2019, 12:00 UTC",Japan
Sengoku vs CYCLOPS athlete gaming,Pro League Season 9 Japan,"Wednesday, Jan 30 2019, 14:00 UTC",Japan
Xavier Esports vs INTelligent YesTag,Pro League Season 9 South-East Asia,"Thursday, Jan 24 2019, 12:00 UTC",South-East Asia
NORA-Rengo vs ReV,Pro League Season 9 Japan,"Thursday, Jan 24 2019, 13:00 UTC",Japan
Aerowolf vs Ferox E-Sports,Pro League Season 9 South-East Asia,"Thursday, Jan 24 2019, 13:00 UTC",South-East Asia
NORA-Rengo vs ReV,Pro League Season 9 Japan,"Thursday, Jan 24 2019, 12:00 UTC",Japan
Sengoku vs Rsk Ninja Gaming,Pro League Season 9 Japan,"Thursday, Jan 24 2019, 14:00 UTC",Japan
NORA-Rengo vs Rsk Ninja Gaming,Pro League Season 9 Japan,"Wednesday, Jan 30 2019, 13:00 UTC",Japan
Sengoku vs Rsk Ninja Gaming,Pro League Season 9 Japan,"Thursday, Jan 24 2019, 15:00 UTC",Japan
Aerowolf vs Ferox E-Sports,Pro League Season 9 South-East Asia,"Thursday, Jan 24 2019, 14:00 UTC",South-East Asia
Red Devils e-Sports vs Team Liquid,Pro League Season 9 Latin America,"Thursday, Jan 24 2019, 23:00 UTC",Latin America
0RGL3SS vs Gentlemen in Underwear,Pro League Season 9 Australia & New Zealand,"Friday, Jan 25 2019, 8:00 UTC",Australia & New Zealand
Ninjas In Pyjamas vs Pain Gaming,Pro League Season 9 Latin America,"Thursday, Jan 24 2019, 20:00 UTC",Latin America
MBT Impetus vs Generic Void eSports,Pro League Season 9 South-East Asia,"Friday, Jan 25 2019, 11:00 UTC",South-East Asia
Xavier Esports vs INTelligent YesTag,Pro League Season 9 South-East Asia,"Thursday, Jan 24 2019, 11:00 UTC",South-East Asia
Immortals vs Black Dragons,Pro League Season 9 Latin America,"Thursday, Jan 24 2019, 21:00 UTC",Latin America
FaZe Clan vs INTZ e-Sports,Pro League Season 9 Latin America,"Thursday, Jan 24 2019, 22:00 UTC",Latin America
0RGL3SS vs Gentlemen in Underwear,Pro League Season 9 Australia & New Zealand,"Friday, Jan 25 2019, 9:00 UTC",Australia & New Zealand
Team Secret vs LeStream Esport,Pro League Season 9 Europe,"Friday, Jan 18 2019, 21:00 UTC",Europe
Black Dragons vs Team oNe Esports,Six Invitational 2019 Latin America Qualifiers,"Friday, Jan 18 2019, 22:15 UTC",Latin America
Spacestation Gaming vs OrgLess,Six Invitational 2019 North America Qualifiers,"Saturday, Jan 19 2019, 3:30 UTC",North America
PENTA Sports vs Chaos,Pro League Season 9 Europe,"Friday, Jan 18 2019, 19:00 UTC",Europe
Ninjas In Pyjamas vs Team Liquid,Six Invitational 2019 Latin America Qualifiers,"Saturday, Jan 19 2019, 20:00 UTC",Latin America
Team Empire vs Mock-it-Esports,Pro League Season 9 Europe,"Friday, Jan 18 2019, 20:00 UTC",Europe
Ninjas In Pyjamas vs Black Dragons,Six Invitational 2019 Latin America Qualifiers,"Saturday, Jan 19 2019, 23:00 UTC",Latin America
LeStream Esport vs Team Vitality,Six Invitational 2019 Europe Qualifiers,"Sunday, Jan 20 2019, 21:00 UTC",Europe
Team Liquid vs Red Devils e-Sports,Brasileirão 2019,"Sunday, Jan 20 2019, 20:00 UTC","LAN,"
Immortals vs INTZ e-Sports,Brasileirão 2019,"Sunday, Jan 20 2019, 22:00 UTC","LAN,"
LeStream Esport vs Team Empire,Six Invitational 2019 Europe Qualifiers,"Sunday, Jan 20 2019, 18:00 UTC",Europe
Rogue vs Team Reciprocity,Pro League Season 9 North America,"Tuesday, Jan 22 2019, 2:00 UTC",North America
Evil Geniuses vs Rise Nation,Pro League Season 9 North America,"Tuesday, Jan 22 2019, 1:00 UTC",North America
Spacestation Gaming vs OrgLess,Pro League Season 9 North America,"Tuesday, Jan 22 2019, 3:00 UTC",North America
DarkZero Esports vs Excelerate Gaming,Pro League Season 9 North America,"Tuesday, Jan 22 2019, 4:00 UTC",North America
Team Reciprocity vs OrgLess,Pro League Season 9 North America,"Wednesday, Jan 23 2019, 1:00 UTC",North America
Immortals vs Pain Gaming,Pro League Season 9 Latin America,"Wednesday, Jan 16 2019, 20:00 UTC",Latin America
forZe vs Team Vitality,Six Invitational 2019 Europe Qualifiers,"Wednesday, Jan 16 2019, 21:00 UTC",Europe
FaZe Clan vs Red Devils e-Sports,Pro League Season 9 Latin America,"Wednesday, Jan 16 2019, 22:00 UTC",Latin America
Ninjas In Pyjamas vs Black Dragons,Pro League Season 9 Latin America,"Wednesday, Jan 16 2019, 21:00 UTC",Latin America
Spacestation Gaming vs Rise Nation,Six Invitational 2019 North America Qualifiers,"Thursday, Jan 17 2019, 3:00 UTC",North America
Fnatic vs Mindfreak,Pro League Season 9 Australia & New Zealand,"Thursday, Jan 17 2019, 8:00 UTC",Australia & New Zealand
INTZ e-Sports vs Team Liquid,Pro League Season 9 Latin America,"Wednesday, Jan 16 2019, 23:00 UTC",Latin America
Fnatic vs Mindfreak,Pro League Season 9 Australia & New Zealand,"Thursday, Jan 17 2019, 9:00 UTC",Australia & New Zealand
Excelerate Gaming vs Spacestation Gaming,Six Invitational 2019 North America Qualifiers,"Thursday, Jan 17 2019, 0:00 UTC",North America
Scrypt vs INTelligent YesTag,Pro League Season 9 South-East Asia,"Thursday, Jan 17 2019, 11:00 UTC",South-East Asia
Oddity Esports vs Lowkey Cardinal,Pro League Season 9 Australia & New Zealand,"Thursday, Jan 17 2019, 11:00 UTC",Australia & New Zealand
Oddity Esports vs Lowkey Cardinal,Pro League Season 9 Australia & New Zealand,"Thursday, Jan 17 2019, 10:00 UTC",Australia & New Zealand
FAV Gaming vs ReV,Pro League Season 9 Japan,"Thursday, Jan 17 2019, 12:00 UTC",Japan
Team DAD1 vs Ferox E-Sports,Pro League Season 9 South-East Asia,"Thursday, Jan 17 2019, 13:00 UTC",South-East Asia
Scrypt vs INTelligent YesTag,Pro League Season 9 South-East Asia,"Thursday, Jan 17 2019, 12:00 UTC",South-East Asia
FAV Gaming vs ReV,Pro League Season 9 Japan,"Thursday, Jan 17 2019, 13:00 UTC",Japan
Least Wanted vs Elephant Gang,Six Invitational 2019 North America Qualifiers,"Wednesday, Jan 16 2019, 19:00 UTC",North America
Chaos vs KaYEET,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 19:00 UTC",Europe
Keyd Stars vs Ninjas In Pyjamas,Six Invitational 2019 Latin America Qualifiers,"Monday, Jan 14 2019, 21:00 UTC",Latin America
Pain Gaming vs Team oNe Esports,Six Invitational 2019 Latin America Qualifiers,"Monday, Jan 14 2019, 21:00 UTC",Latin America
Team Vitality vs LeStream Esport,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 23:00 UTC",Europe
PACT vs ENCE eSports,Six Invitational 2019 Europe Qualifiers,"Monday, Jan 14 2019, 22:00 UTC",Europe
Guidance Gaming vs Black Dragons,Six Invitational 2019 Latin America Qualifiers,"Monday, Jan 14 2019, 23:00 UTC",Latin America
DarkZero Esports vs Spacestation Gaming,Pro League Season 9 North America,"Tuesday, Jan 15 2019, 3:00 UTC",North America
Excelerate Gaming vs OrgLess,Pro League Season 9 North America,"Tuesday, Jan 15 2019, 2:00 UTC",North America
Taichou vs Team SiNister,Six Invitational 2019 North America Qualifiers,"Tuesday, Jan 15 2019, 1:00 UTC",North America
Rogue vs Evil Geniuses,Pro League Season 9 North America,"Tuesday, Jan 15 2019, 1:00 UTC",North America
Team Vitality vs PACT,Six Invitational 2019 Europe Qualifiers,"Tuesday, Jan 15 2019, 18:00 UTC",Europe
Chaos vs Supremacy,Six Invitational 2019 Europe Qualifiers,"Tuesday, Jan 15 2019, 19:00 UTC",Europe
Team Secret vs LeStream Esport,Six Invitational 2019 Europe Qualifiers,"Tuesday, Jan 15 2019, 19:00 UTC",Europe
Team Reciprocity vs Rise Nation,Pro League Season 9 North America,"Tuesday, Jan 15 2019, 4:00 UTC",North America
XTreme Video vs Team Vitality,Six Invitational 2019 Europe Qualifiers,"Tuesday, Jan 15 2019, 19:00 UTC",Europe
XTreme Video vs Team Empire,Six Invitational 2019 Europe Qualifiers,"Tuesday, Jan 15 2019, 19:00 UTC",Europe
XTreme Video vs oui oui,Six Invitational 2019 Europe Qualifiers,"Tuesday, Jan 15 2019, 19:00 UTC",Europe
iDomina Esports NA vs Regime,CCS Season 4 North America,"Thursday, Dec 20 2018, 1:00 UTC",North America
DeathroW vs Unnamed,CCS Season 4 Europe,"Wednesday, Dec 19 2018, 20:00 UTC",Europe
Rise Nation vs SiNister Academy,CCS Season 4 North America,"Saturday, Dec 22 2018, 1:00 UTC",North America
Cloud9 vs Polarace Esports,CCS Season 4 North America,"Thursday, Dec 20 2018, 3:00 UTC",North America
Yellow on Ash vs ex-Noble esports,CCS Season 4 North America,"Saturday, Dec 22 2018, 3:00 UTC",North America
Team Instinct vs Epsilon eSports,CCS Season 4 Europe,"Thursday, Dec 20 2018, 18:00 UTC",Europe
Black Dragons vs INTZ e-Sports,Brasileirão 2019,"Sunday, Jan 6 2019, 20:00 UTC","LAN,"
Immortals vs Red Devils e-Sports,Brasileirão 2019,"Sunday, Jan 6 2019, 22:00 UTC","LAN,"
Team Reciprocity vs Excelerate Gaming,Pro League Season 9 North America,"Wednesday, Jan 9 2019, 1:00 UTC",North America
DarkZero Esports vs Rise Nation,Pro League Season 9 North America,"Wednesday, Jan 9 2019, 4:00 UTC",North America
Rogue vs OrgLess,Pro League Season 9 North America,"Wednesday, Jan 9 2019, 3:00 UTC",North America
INTZ e-Sports vs Ninjas In Pyjamas,Pro League Season 9 Latin America,"Wednesday, Jan 9 2019, 21:00 UTC",Latin America
FaZe Clan vs Pain Gaming,Pro League Season 9 Latin America,"Wednesday, Jan 9 2019, 22:00 UTC",Latin America
Black Dragons vs Team Liquid,Pro League Season 9 Latin America,"Wednesday, Jan 9 2019, 20:00 UTC",Latin America
G2 Esports vs Mock-it-Esports,Pro League Season 9 Europe,"Thursday, Jan 10 2019, 18:00 UTC",Europe
Immortals vs Red Devils e-Sports,Pro League Season 9 Latin America,"Wednesday, Jan 9 2019, 23:00 UTC",Latin America
Team Liquid vs Trust Gaming,DreamHack Winter 2018,"Saturday, Dec 1 2018, 16:00 UTC","LAN,"
LeStream Esport vs PACT,DreamHack Winter 2018,"Saturday, Dec 1 2018, 16:00 UTC","LAN,"
Spacestation Gaming vs Evil Geniuses,Pro League Season 9 North America,"Wednesday, Jan 9 2019, 2:00 UTC",North America
PENTA Sports vs NYYRIKKI Esports,DreamHack Winter 2018,"Saturday, Dec 1 2018, 16:00 UTC","LAN,"
Spacestation Gaming vs Mock-it-Esports,DreamHack Winter 2018,"Saturday, Dec 1 2018, 19:30 UTC","LAN,"
Team Empire vs PACT,DreamHack Winter 2018,"Saturday, Dec 1 2018, 19:30 UTC","LAN,"
Chaos vs PENTA Sports,DreamHack Winter 2018,"Saturday, Dec 1 2018, 19:30 UTC","LAN,"
G2 Esports vs Team Liquid,DreamHack Winter 2018,"Saturday, Dec 1 2018, 20:30 UTC","LAN,"
Team Empire vs Spacestation Gaming,DreamHack Winter 2018,"Sunday, Dec 2 2018, 15:30 UTC","LAN,"
Spacestation Gaming vs PENTA Sports,DreamHack Winter 2018,"Sunday, Dec 2 2018, 13:40 UTC","LAN,"
G2 Esports vs Team Empire,DreamHack Winter 2018,"Sunday, Dec 2 2018, 10:00 UTC","LAN,"
G2 Esports vs PENTA Sports,DreamHack Winter 2018,"Sunday, Dec 2 2018, 15:30 UTC","LAN,"
Epsilon eSports vs La Rascasse,CCS Season 4 Europe,"Monday, Dec 3 2018, 20:00 UTC",Europe
Team Empire vs Unnamed,CCS Season 4 Europe,"Wednesday, Dec 5 2018, 18:00 UTC",Europe
Team Instinct vs DeathroW,CCS Season 4 Europe,"Wednesday, Dec 5 2018, 20:00 UTC",Europe
Altis Police Department vs Regime,CCS Season 4 North America,"Saturday, Dec 8 2018, 1:00 UTC",North America
Cloud9 vs SiNister Academy,CCS Season 4 North America,"Thursday, Dec 6 2018, 3:00 UTC",North America
ex-Noble esports vs Rise Nation,CCS Season 4 North America,"Thursday, Dec 6 2018, 1:00 UTC",North America
Yellow on Ash vs iDomina Esports NA,CCS Season 4 North America,"Saturday, Dec 8 2018, 3:00 UTC",North America
Supremacy vs Team Vitality,CCS Season 4 Europe,"Monday, Dec 3 2018, 18:00 UTC",Europe
MnM Gaming vs Cryptick Gaming,Benelux League Season 2,"Wednesday, Nov 7 2018, 20:00 UTC",Europe
Demise vs Flash Point,Benelux League Season 2,"Wednesday, Oct 31 2018, 18:00 UTC",Europe
OG Squad vs MnM Gaming,Benelux League Season 2,"Wednesday, Oct 31 2018, 20:00 UTC",Europe
Auxilium vs Cryptick Gaming,Benelux League Season 2,"Wednesday, Oct 31 2018, 20:00 UTC",Europe
Pain Gaming vs Team oNe Esports,Brasileirão 2019,"Sunday, Nov 4 2018, 20:00 UTC","LAN,"
Trust Gaming vs DiversityGG,Benelux League Season 2,"Wednesday, Oct 31 2018, 18:00 UTC",Europe
NobleGG vs Elephant Gang,Pro League Season 8 North America,"Tuesday, Nov 6 2018, 2:00 UTC",North America
Pain Gaming vs Guidance Gaming,Pro League Season 8 Latin America,"Saturday, Nov 3 2018, 1:00 UTC",Latin America
Flash Point vs DiversityGG,Benelux League Season 2,"Wednesday, Nov 7 2018, 18:00 UTC",Europe
Team Liquid vs Immortals,Brasileirão 2019,"Sunday, Nov 4 2018, 22:00 UTC","LAN,"
Trust Gaming vs Demise,Benelux League Season 2,"Wednesday, Nov 7 2018, 18:00 UTC",Europe
Auxilium vs OG Squad,Benelux League Season 2,"Wednesday, Nov 7 2018, 20:00 UTC",Europe
Ninjas In Pyjamas vs Pain Gaming,Brasileirão 2019,"Sunday, Nov 11 2018, 22:00 UTC","LAN,"
Team Vitality vs ENCE eSports,Pro League Season 8 Europe,"Thursday, Nov 8 2018, 21:00 UTC",Europe
FaZe Clan vs Red Devils e-Sports,Brasileirão 2019,"Sunday, Nov 11 2018, 20:00 UTC","LAN,"
Ninjas In Pyjamas vs Red Devils e-Sports,Brasileirão 2019,"Sunday, Oct 28 2018, 23:00 UTC","LAN,"
Spacestation Gaming vs Mousesports,Pro League Season 8 North America,"Tuesday, Oct 16 2018, 1:00 UTC",North America
NobleGG vs Cloud9,Pro League Season 8 North America,"Tuesday, Oct 16 2018, 0:00 UTC",North America
Evil Geniuses vs SK Gaming,Pro League Season 8 North America,"Tuesday, Oct 16 2018, 2:00 UTC",North America
DiversityGG vs Auxilium,Benelux League Season 2,"Wednesday, Oct 17 2018, 17:00 UTC",Europe
Trust Gaming vs Cryptick Gaming,Benelux League Season 2,"Wednesday, Oct 17 2018, 17:00 UTC",Europe
Flash Point vs OG Squad,Benelux League Season 2,"Wednesday, Oct 17 2018, 19:00 UTC",Europe
Demise vs MnM Gaming,Benelux League Season 2,"Wednesday, Oct 17 2018, 19:00 UTC",Europe
Rogue vs Obey Alliance,Pro League Season 8 North America,"Tuesday, Oct 16 2018, 3:00 UTC",North America
Team Liquid vs FaZe Clan,Pro League Season 8 Latin America,"Wednesday, Oct 17 2018, 23:00 UTC",Latin America
Pain Gaming vs Ninjas In Pyjamas,Pro League Season 8 Latin America,"Wednesday, Oct 17 2018, 22:00 UTC",Latin America
Team oNe Esports vs Black Dragons,Pro League Season 8 Latin America,"Wednesday, Oct 17 2018, 21:00 UTC",Latin America
BootKamp Gaming vs Immortals,Pro League Season 8 Latin America,"Thursday, Oct 18 2018, 0:00 UTC",Latin America
Team Vitality vs Supremacy,Pro League Season 8 Europe,"Thursday, Oct 18 2018, 19:00 UTC",Europe
G2 Esports vs PENTA Sports,Pro League Season 8 Europe,"Thursday, Oct 18 2018, 18:00 UTC",Europe
Team Secret vs Mock-it-Esports,Pro League Season 8 Europe,"Thursday, Oct 18 2018, 20:00 UTC",Europe
Millenium vs Chaos,Pro League Season 8 Europe,"Thursday, Oct 18 2018, 17:00 UTC",Europe
DiversityGG vs OG Squad,Benelux League Season 2,"Wednesday, Oct 3 2018, 17:00 UTC",Europe
Team Liquid vs Ninjas In Pyjamas,Pro League Season 8 Latin America,"Wednesday, Oct 3 2018, 21:00 UTC",Latin America
Demise vs Cryptick Gaming,Benelux League Season 2,"Wednesday, Oct 3 2018, 19:00 UTC",Europe
Flash Point vs Auxilium,Benelux League Season 2,"Wednesday, Oct 3 2018, 19:00 UTC",Europe
Millenium vs PENTA Sports,Pro League Season 8 Europe,"Thursday, Oct 4 2018, 17:00 UTC",Europe
Team oNe Esports vs Immortals,Pro League Season 8 Latin America,"Wednesday, Oct 3 2018, 23:00 UTC",Latin America
FaZe Clan vs Pain Gaming,Pro League Season 8 Latin America,"Wednesday, Oct 3 2018, 22:00 UTC",Latin America
Black Dragons vs BootKamp Gaming,Pro League Season 8 Latin America,"Thursday, Oct 4 2018, 0:00 UTC",Latin America
G2 Esports vs Chaos,Pro League Season 8 Europe,"Thursday, Oct 4 2018, 18:00 UTC",Europe
Team Secret vs Supremacy,Pro League Season 8 Europe,"Thursday, Oct 4 2018, 19:00 UTC",Europe
Team Vitality vs Mock-it-Esports,Pro League Season 8 Europe,"Thursday, Oct 4 2018, 20:00 UTC",Europe
Team oNe Esports vs Red Devils e-Sports,Brasileirão 2019,"Sunday, Oct 7 2018, 23:00 UTC","LAN,"
Spacestation Gaming vs Obey Alliance,Pro League Season 8 North America,"Tuesday, Oct 9 2018, 1:00 UTC",North America
Pain Gaming vs BootKamp Gaming,Brasileirão 2019,"Sunday, Oct 7 2018, 21:00 UTC","LAN,"
Mousesports vs Rogue,Pro League Season 8 North America,"Tuesday, Oct 9 2018, 0:00 UTC",North America
NobleGG vs SK Gaming,Pro League Season 8 North America,"Tuesday, Oct 9 2018, 2:00 UTC",North America
FaZe Clan vs BootKamp Gaming,Pro League Season 8 Latin America,"Wednesday, Sep 19 2018, 22:00 UTC",Latin America
Spacestation Gaming vs Evil Geniuses,Pro League Season 8 North America,"Tuesday, Sep 18 2018, 0:00 UTC",North America
Obey Alliance vs Cloud9,Pro League Season 8 North America,"Tuesday, Sep 18 2018, 2:00 UTC",North America
Rogue vs NobleGG,Pro League Season 8 North America,"Tuesday, Sep 18 2018, 3:00 UTC",North America
Mousesports vs SK Gaming,Pro League Season 8 North America,"Tuesday, Sep 18 2018, 1:00 UTC",North America
Black Dragons vs Pain Gaming,Pro League Season 8 Latin America,"Wednesday, Sep 19 2018, 23:00 UTC",Latin America
Team oNe Esports vs Ninjas In Pyjamas,Pro League Season 8 Latin America,"Thursday, Sep 20 2018, 0:00 UTC",Latin America
Millenium vs G2 Esports,Pro League Season 8 Europe,"Thursday, Sep 20 2018, 17:00 UTC",Europe
Chaos vs PENTA Sports,Pro League Season 8 Europe,"Thursday, Sep 20 2018, 19:00 UTC",Europe
Team Vitality vs Team Secret,Pro League Season 8 Europe,"Thursday, Sep 20 2018, 20:00 UTC",Europe
Team Liquid vs Immortals,Pro League Season 8 Latin America,"Thursday, Sep 20 2018, 1:00 UTC",Latin America
Cloud9 vs Mousesports,United States Nationals 2018,"Saturday, Sep 22 2018, 1:00 UTC",North America
Rogue vs HypeR Esports,United States Nationals 2018,"Saturday, Sep 22 2018, 3:00 UTC",North America
NobleGG vs Evil Geniuses,Pro League Season 8 North America,"Tuesday, Sep 25 2018, 0:00 UTC",North America
Supremacy vs Mock-it-Esports,Pro League Season 8 Europe,"Thursday, Sep 20 2018, 18:00 UTC",Europe
SK Gaming vs Cloud9,Pro League Season 8 North America,"Tuesday, Sep 25 2018, 2:00 UTC",North America
Team Secret vs BootKamp Gaming,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 14:00 UTC","LAN,"
Rogue vs Spacestation Gaming,Pro League Season 8 North America,"Tuesday, Sep 25 2018, 3:00 UTC",North America
Millenium vs Spacestation Gaming,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 14:00 UTC","LAN,"
Mousesports vs Obey Alliance,Pro League Season 8 North America,"Tuesday, Sep 25 2018, 1:00 UTC",North America
Evil Geniuses vs Cloud9,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 14:00 UTC","LAN,"
Mousesports vs Kore eSport,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 17:00 UTC","LAN,"
NobleGG vs Honor Esports,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 17:00 UTC","LAN,"
Mock-it-Esports vs Grizzlys Esports,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 17:00 UTC","LAN,"
SK Gaming vs N4N1,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 17:00 UTC","LAN,"
Spacestation Gaming vs SK Gaming,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 19:00 UTC","LAN,"
Chaos vs Mousesports,DreamHack Montreal 2018,"Saturday, Sep 8 2018, 19:00 UTC","LAN,"
